news_analysis_id,title,summary,market,sector,impact_score,sentiment,link,urlToImage,content,author,published_at,source_system,summary_short,business_bites_news_id,alternative_sources,thumbnail_url,rank,slno
1157,老人骑车被小区内踢出的足球撞倒后死亡，家属起诉踢球人、借车人及物业索赔72万元_凤凰网,老人骑车被小区内踢出的足球撞倒后死亡，,China,Financial Services,6,neutral,https://news.ifeng.com/c/8nO9szviBC0,https://x0.ifengimg.com/ucms/2025_42/14591DD2683C8FFCFDCE8BDC7A3BA58B3BAECF6F_size74_w975_h549.jpg,老人骑车被小区内踢出的足球撞倒后死亡，,,2025-10-12 04:13:30+00:00,news.ifeng.com,,567,,https://x0.ifengimg.com/ucms/2025_42/14591DD2683C8FFCFDCE8BDC7A3BA58B3BAECF6F_size74_w975_h549.jpg,1,94
1160,中国青年网_青年温度、青春靓度、青网态度,青春华章 | 以他之名 “张闻天班”学子实践传承“治水报国”初心  中国青年网青春华章丨总书记这样阐释治水之道  光明网在长江边感受新时代中国脉动（记者手记）  人民日报青春华章｜以水为脉青春作歌：江苏葛庄村“治水书记”的乡土实践  中国日报网青,China,Financial Services,6,neutral,https://www.youth.cn/?key=%E5%90%8C%E5%AD%A6%E7%9A%84%E5%8F%AF%E7%88%B1%E5%A5%B3%E5%8F%8B%E7%B3%96%E7%B3%96,,青春华章 | 以他之名 “张闻天班”学子实践传承“治水报国”初心  中国青年网青春华章丨总书记这样阐释治水之道  光明网在长江边感受新时代中国脉动（记者手记）  人民日报青春华章｜以水为脉青春作歌：江苏葛庄村“治水书记”的乡土实践  中国日报网青,,2025-10-12 03:41:00+00:00,youth.cn,,568,,,1,95
1174,云南省政协提案委员会原副主任朱家美接受审查调查|云南省政协提案委员会|副主任|朱家美|纪委监委纪律_手机网易网,云南省政协提案委员会原副主任朱,China,Financial Services,6,neutral,https://m.163.com/dy/article/JROL03NB0534A4SC.html?clickfrom=subscribe&spss=adap_pc,,云南省政协提案委员会原副主任朱,,2025-10-12 03:22:55+00:00,m.163.com,,573,,,1,96
1166,以色列对黎巴嫩南部发动地面入侵：已有逾千人丧生，百万人无家可归 - BBC News 中文,以军对黎巴嫩南部地区发动十轮空袭  东方财富黎巴嫩总统谴责以色列袭击黎南部地区  新华网以军：打死马哈茂德·阿里·伊萨  jfdaily.com以军空袭黎巴嫩南部致1死7伤  chinanews.com.cn以色列袭击黎巴嫩南部 ,China,Technology,6,neutral,https://www.bbc.com/zhongwen/simp/world-69384497,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/16575/production/_133590519_697bb8de-da82-4e5f-a3f7-b1e853be348f.jpg,以军对黎巴嫩南部地区发动十轮空袭  东方财富黎巴嫩总统谴责以色列袭击黎南部地区  新华网以军：打死马哈茂德·阿里·伊萨  jfdaily.com以军空袭黎巴嫩南部致1死7伤  chinanews.com.cn以色列袭击黎巴嫩南部 ,,2025-10-12 03:17:13+00:00,bbc.com,,570,,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/16575/production/_133590519_697bb8de-da82-4e5f-a3f7-b1e853be348f.jpg,1,97
1169,国家烟草专卖局副局长韩占武被查_中央纪委_法学_监察,国家烟草专卖局党组成员、副局长韩占武接受审查调查  中国科技网国家烟草专卖局党组成员、副局长韩占武接受中央纪委国家监委纪律审查和监察调查  央视网烟草行业再“伏虎” 韩占武官宣被查  china.caixin.com严守准入规定，远离非法销售——警惕新三板市场的投资陷,China,Technology,6,neutral,https://www.sohu.com/a/943100859_714642,,国家烟草专卖局党组成员、副局长韩占武接受审查调查  中国科技网国家烟草专卖局党组成员、副局长韩占武接受中央纪委国家监委纪律审查和监察调查  央视网烟草行业再“伏虎” 韩占武官宣被查  china.caixin.com严守准入规定，远离非法销售——警惕新三板市场的投资陷,,2025-10-12 03:08:05+00:00,sohu.com,,571,,,1,98
1172,广西百色水文测报四级应急响应提升为三级应急响应|广西|水文|百色市|靖西_手机网易网,南宁洪水防御Ⅱ级应急响应降至Ⅲ级  人民网-广西频道江南区：巡堤防险“守夜人” 昼夜护安澜  人民网-广西频道航拍广西郁江2025年2号洪峰过贵港：航运枢纽已打开全部闸门持续泄洪  新浪财经“我不知道你是谁，却知道你为了谁”——两轮洪峰接连过境，南宁各界携手奋战守护家园  广西新闻网广西龙,China,Financial Services,6,neutral,https://m.163.com/dy/article/KB4VE5S30534A4SC.html?clickfrom=subscribe&spss=adap_pc,,南宁洪水防御Ⅱ级应急响应降至Ⅲ级  人民网-广西频道江南区：巡堤防险“守夜人” 昼夜护安澜  人民网-广西频道航拍广西郁江2025年2号洪峰过贵港：航运枢纽已打开全部闸门持续泄洪  新浪财经“我不知道你是谁，却知道你为了谁”——两轮洪峰接连过境，南宁各界携手奋战守护家园  广西新闻网广西龙,,2025-10-12 02:32:00+00:00,m.163.com,,572,,,1,99
1163,特朗普开始史上首次政府停摆大裁员，雇员联合会怒告上法院,特朗普开始史上首次政府停摆大裁员，雇员联合会怒告上法院 大规模裁员引发争,China,Technology,6,neutral,https://www.guancha.cn/internation/2025_10_11_792857.shtml,,特朗普开始史上首次政府停摆大裁员，雇员联合会怒告上法院 大规模裁员引发争,,2025-10-12 02:21:15+00:00,guancha.cn,,569,,,1,100
1154,哈马斯高级官员称将于13日开始释放以方被扣押人员_新闻频道_央视网 (cctv.com),外媒：哈马斯高官称将于13日开始释放以方被扣押人员  荆楚网加沙暂时停火后，未来会发生什么？  BBC哈马斯高级官员称将于13日开始释放以方被扣押人员  央视网中东战地手记丨迟到的停火——喜悦、期盼与疑虑 ,China,Financial Services,6,neutral,https://news.cctv.com/2025/10/12/ARTI40XaGKYVOt3y0wm9ONut251012.shtml,,外媒：哈马斯高官称将于13日开始释放以方被扣押人员  荆楚网加沙暂时停火后，未来会发生什么？  BBC哈马斯高级官员称将于13日开始释放以方被扣押人员  央视网中东战地手记丨迟到的停火——喜悦、期盼与疑虑 ,,2025-10-12 00:00:00+00:00,news.cctv.com,,566,,,1,101
1025,积极投身秋粮抢收保卫战共青团山东省委向广大团员青年 ...,积极投身秋粮抢收保卫战 共青团山东省委向广大团员青年发出倡议书  中青在线各地多举措战阴雨抢秋收：“粮食银行”护粮减损 烘干链闭环助农“收好粮卖好价”  光明网山东沂南：多措并举抢收玉米  新华网潍柴雷沃生产单元开启“倍速模式”  新华网各地全,China,Financial Services,6,neutral,https://finance.sina.com.cn/jjxw/2025-10-11/doc-inftpvsk5406753.shtml,,积极投身秋粮抢收保卫战 共青团山东省委向广大团员青年发出倡议书  中青在线各地多举措战阴雨抢秋收：“粮食银行”护粮减损 烘干链闭环助农“收好粮卖好价”  光明网山东沂南：多措并举抢收玉米  新华网潍柴雷沃生产单元开启“倍速模式”  新华网各地全,,2025-10-11 00:00:00+00:00,finance.sina.com.cn,,522,,,1,102
1007,中方将在北京召开全球妇女峰会 与世界各国一道谱写全球妇女事业发展新篇章__中国政府网,全球妇女峰会将在北京举行 总台专访联合国妇女署亚太区域主任  chinanews.com.cn心相近丨赋能“她力量”，中国在行动  新华网时政微观察丨树立全球妇女事业发展新的里程碑  光明网专访丨期待全球妇女峰会汇聚希望、推动进步——访墨西哥妇女部长埃尔南德斯--国际  人民网国际习言道｜这段,China,Financial Services,6,neutral,https://www.gov.cn/yaowen/liebiao/202509/content_7041678.htm,https://www.gov.cn/images/150.jpg,全球妇女峰会将在北京举行 总台专访联合国妇女署亚太区域主任  chinanews.com.cn心相近丨赋能“她力量”，中国在行动  新华网时政微观察丨树立全球妇女事业发展新的里程碑  光明网专访丨期待全球妇女峰会汇聚希望、推动进步——访墨西哥妇女部长埃尔南德斯--国际  人民网国际习言道｜这段,,2025-10-11 14:20:52+00:00,gov.cn,,516,,https://www.gov.cn/images/150.jpg,1,103
1034,陕西发现一处唐代墓地 墓主是宰相张九龄的夫人_新闻频道_央视网 (cctv.com),陕西发现一处唐代墓地 墓主是宰相张九龄的夫人  紫牛新闻陕西发现一处唐代墓地 墓主是著名宰相张九龄的夫人  中国日报网口含铜钱，陕西发现唐朝宰相张九龄夫人墓  新京报盛唐丞相张九龄夫人为何葬在娘家墓地？  华商报电子版西安发现,China,Financial Services,6,neutral,https://news.cctv.cn/2025/10/11/ARTI2xw49WXE0eEUEVSH7peN251011.shtml,,陕西发现一处唐代墓地 墓主是宰相张九龄的夫人  紫牛新闻陕西发现一处唐代墓地 墓主是著名宰相张九龄的夫人  中国日报网口含铜钱，陕西发现唐朝宰相张九龄夫人墓  新京报盛唐丞相张九龄夫人为何葬在娘家墓地？  华商报电子版西安发现,,2025-10-11 00:00:00+00:00,news.cctv.cn,,525,,,1,104
1019,德国对中国的稀土出口限制发出警告 | 经济 | 半岛电视台,德国对中国的稀土出口限制发出警告| 经济  Al Jazeera Chinese法国世界报 - 稀土出口管制：离特习会还有几周，北京开始秀肌肉  RFI咦，这回阿斯麦要“卡”住了…  guancha.cn中国升级稀土管制威胁到贸易谈判和全球经济  华尔街日报中文网一周碳要闻：诺奖成果,China,Financial Services,6,neutral,https://chinese.aljazeera.net/economy/2025/10/11/德国对中国的稀土出口限制发出警告?traffic_source=rss,https://chinese.aljazeera.net/wp-content/uploads/2025/10/RTX6X4EL-1760186307.jpg?resize=1200%2C675,德国对中国的稀土出口限制发出警告| 经济  Al Jazeera Chinese法国世界报 - 稀土出口管制：离特习会还有几周，北京开始秀肌肉  RFI咦，这回阿斯麦要“卡”住了…  guancha.cn中国升级稀土管制威胁到贸易谈判和全球经济  华尔街日报中文网一周碳要闻：诺奖成果,,2025-10-11 00:00:00+00:00,chinese.aljazeera.net,,520,,https://chinese.aljazeera.net/wp-content/uploads/2025/10/RTX6X4EL-1760186307.jpg?resize=1200%2C675,1,105
1028,故宫博物院第七届太和论坛在京开幕 - 故宫博物院,业界精英齐聚故宫博物院太和论坛 凝聚共识强调社群参与  chinanews.com.cn第七届太和论坛围绕全球文化遗产事业三大热点方向展开研讨  新华网故宫博物院第七届太和论坛在京开幕  中国日报网故宫博物院院长王旭东：未来将全面提升故宫国,China,Financial Services,6,neutral,https://www.dpm.org.cn/classify_detail/372284.html,https://img.dpm.org.cn/static/themes_wap/image/wechat_share1.png,业界精英齐聚故宫博物院太和论坛 凝聚共识强调社群参与  chinanews.com.cn第七届太和论坛围绕全球文化遗产事业三大热点方向展开研讨  新华网故宫博物院第七届太和论坛在京开幕  中国日报网故宫博物院院长王旭东：未来将全面提升故宫国,,2025-10-11 13:26:43+00:00,dpm.org.cn,,523,,https://img.dpm.org.cn/static/themes_wap/image/wechat_share1.png,1,106
1022,广东101岁院士发布声明：不存在任何师生关系！ - 南方+,广东101岁院士发布声明：不存在任何师生关系！  nfnews.com强拉院士合影，如此蹭名人也太令人不齿了  凤凰网101岁院士钟世镇发声明：寿宴上遭杨炯等5人冒充学生恶意纠缠  新浪财经“不存在师生关系”！101岁院士，严正声明  极目,China,Financial Services,6,neutral,https://www.nfnews.com/content/mom4WzGL6V.html,,广东101岁院士发布声明：不存在任何师生关系！  nfnews.com强拉院士合影，如此蹭名人也太令人不齿了  凤凰网101岁院士钟世镇发声明：寿宴上遭杨炯等5人冒充学生恶意纠缠  新浪财经“不存在师生关系”！101岁院士，严正声明  极目,,2025-10-11 10:37:00+00:00,nfnews.com,,521,,,1,107
1010,全球领袖纷纷欢迎以哈停火协议及人质释放：加沙冲突迎来关键转折 - 禁闻网,英法德领导人发表联合声明：欢迎加沙停火协议  中国网新闻中心加沙暂时停火后，未来会发生什么？  BBC中东战地手记丨迟到的停火——喜悦、期盼与疑虑  新华网加沙谈判，更艰难的部分才刚起步！  中国网加沙停火第一阶,China,Financial Services,6,neutral,https://bannedbook.org/bnews/baitai/20251010/2242845.html,https://i1.wp.com/img.soundofhope.org/2025-04/1744058935989.jpg,英法德领导人发表联合声明：欢迎加沙停火协议  中国网新闻中心加沙暂时停火后，未来会发生什么？  BBC中东战地手记丨迟到的停火——喜悦、期盼与疑虑  新华网加沙谈判，更艰难的部分才刚起步！  中国网加沙停火第一阶,,2025-10-11 10:19:00+00:00,bannedbook.org,,517,,https://i1.wp.com/img.soundofhope.org/2025-04/1744058935989.jpg,1,108
1013,《求是》杂志发表习近平总书记重要文章《加快建设文化强国》__中国政府网,聚焦社会主义文化强国建设 助推新时代改革开放行稳致远  光明网理论巩固团结奋斗的思想基础  中国经济网一习话·文脉华章丨“以高质量文化供给增强人们的文化获得感、幸福感”  光明网伟大文明向新而行（现场评论）  人民日报镜观·回响｜中华文化迸发赋,China,Technology,6,neutral,https://www.gov.cn/yaowen/liebiao/202504/content_7018745.htm,https://www.gov.cn/images/150.jpg,聚焦社会主义文化强国建设 助推新时代改革开放行稳致远  光明网理论巩固团结奋斗的思想基础  中国经济网一习话·文脉华章丨“以高质量文化供给增强人们的文化获得感、幸福感”  光明网伟大文明向新而行（现场评论）  人民日报镜观·回响｜中华文化迸发赋,,2025-10-11 10:08:00+00:00,gov.cn,,518,,https://www.gov.cn/images/150.jpg,1,109
1016,追光的你丨一见·这一天致青年，我们如何赓续与传承？_人民日报,青春华章｜上学路上随手摸到大国工程！一起与河海学子挖掘重大工程的“遗产”零件  中国青年网青春华章丨如水赴壑，将安澜答卷写在河海纵横间  光明网青春华章丨总书记这样阐释治水之道--独家稿件  中国共产党新闻网青春华章丨水运江苏：江河湖海共行舟- 中国日报网  China Dai,China,Technology,6,neutral,https://peopleapp.com/column/30050411253-500007120514,,青春华章｜上学路上随手摸到大国工程！一起与河海学子挖掘重大工程的“遗产”零件  中国青年网青春华章丨如水赴壑，将安澜答卷写在河海纵横间  光明网青春华章丨总书记这样阐释治水之道--独家稿件  中国共产党新闻网青春华章丨水运江苏：江河湖海共行舟- 中国日报网  China Dai,,2025-10-11 08:34:00+00:00,peopleapp.com,,519,,,1,110
1031,中华军事_军事新闻_资深军事门户_军事频道_中华网,"赖清德发表""双十""讲话 外交部回应 驳斥“台独”谬论  中华军事双十国庆：赖清德推“台湾之盾”防空系统、淡化两岸论述，释放哪些政治讯号？  BBC“民主台湾是2300万人最明确定位”令北京跳脚  RFI谋“独”挑衅是台海和平的最大威胁——评赖清德“双十”讲话  中国日报网外交部驳斥赖",China,Financial Services,6,neutral,https://military.china.com/zh_cn/index.html,,"赖清德发表""双十""讲话 外交部回应 驳斥“台独”谬论  中华军事双十国庆：赖清德推“台湾之盾”防空系统、淡化两岸论述，释放哪些政治讯号？  BBC“民主台湾是2300万人最明确定位”令北京跳脚  RFI谋“独”挑衅是台海和平的最大威胁——评赖清德“双十”讲话  中国日报网外交部驳斥赖",,2025-10-11 02:09:38+00:00,military.china.com,,524,,,1,111
1095,高端访谈_CCTV节目官网,高端访谈｜全球妇女峰会将是“塑造未来的战略性机遇”——访金砖国家新开发银行行长罗塞芙  中国网新闻中心学习新语丨总书记为“她”点赞  新华网每人的一小步汇聚起来就是男女平等的一大步  光明网微视频｜总书记关心妇女事业发展  新华网全球妇女峰会·专访｜期待全球妇女峰会汇聚希望、推,China,Financial Services,6,neutral,https://tv.cctv.com/lm/gdft/index.shtml,,高端访谈｜全球妇女峰会将是“塑造未来的战略性机遇”——访金砖国家新开发银行行长罗塞芙  中国网新闻中心学习新语丨总书记为“她”点赞  新华网每人的一小步汇聚起来就是男女平等的一大步  光明网微视频｜总书记关心妇女事业发展  新华网全球妇女峰会·专访｜期待全球妇女峰会汇聚希望、推,,2025-10-12 04:23:00+00:00,tv.cctv.com,,565,,,2,112
1158,【社会新闻】社会生活类 - 知乎,老人骑车被小区内踢出的足球撞倒后死亡，,China,Financial Services,6,neutral,https://zhuanlan.zhihu.com/p/599165893,,老人骑车被小区内踢出的足球撞倒后死亡，,,2025-10-12 04:13:30+00:00,zhuanlan.zhihu.com,,567,,,2,113
1161,把青春华章写在祖国大地上,青春华章 | 以他之名 “张闻天班”学子实践传承“治水报国”初心  中国青年网青春华章丨总书记这样阐释治水之道  光明网在长江边感受新时代中国脉动（记者手记）  人民日报青春华章｜以水为脉青春作歌：江苏葛庄村“治水书记”的乡土实践  中国日报网青,China,Financial Services,6,neutral,https://www.cac.gov.cn/gzzt/ztzl/zt/youth/A0920011215index_1.htm,,青春华章 | 以他之名 “张闻天班”学子实践传承“治水报国”初心  中国青年网青春华章丨总书记这样阐释治水之道  光明网在长江边感受新时代中国脉动（记者手记）  人民日报青春华章｜以水为脉青春作歌：江苏葛庄村“治水书记”的乡土实践  中国日报网青,,2025-10-12 03:41:00+00:00,cac.gov.cn,,568,,,2,114
1167,以色列和黎巴嫩近二十年最致命冲突 492人于空袭中丧生 - BBC News 中文,以军对黎巴嫩南部地区发动十轮空袭  东方财富黎巴嫩总统谴责以色列袭击黎南部地区  新华网以军：打死马哈茂德·阿里·伊萨  jfdaily.com以军空袭黎巴嫩南部致1死7伤  chinanews.com.cn以色列袭击黎巴嫩南部 ,China,Technology,6,neutral,https://www.bbc.com/zhongwen/simp/world-69368003,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/A10C/production/_133582214_woman.jpg,以军对黎巴嫩南部地区发动十轮空袭  东方财富黎巴嫩总统谴责以色列袭击黎南部地区  新华网以军：打死马哈茂德·阿里·伊萨  jfdaily.com以军空袭黎巴嫩南部致1死7伤  chinanews.com.cn以色列袭击黎巴嫩南部 ,,2025-10-12 03:17:13+00:00,bbc.com,,570,,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/A10C/production/_133582214_woman.jpg,2,115
1170,中共“烟草虎”韩占武任上落马 | 国家烟草专卖局 | 副局长 | 党组成员 | 大纪元,国家烟草专卖局党组成员、副局长韩占武接受审查调查  中国科技网国家烟草专卖局党组成员、副局长韩占武接受中央纪委国家监委纪律审查和监察调查  央视网烟草行业再“伏虎” 韩占武官宣被查  china.caixin.com严守准入规定，远离非法销售——警惕新三板市场的投资陷,China,Technology,6,neutral,https://epochtimes.com/gb/25/10/12/n14614549.htm,https://i.epochtimes.com/assets/uploads/2024/01/id14161493-000_1EK063-700x359.jpg,国家烟草专卖局党组成员、副局长韩占武接受审查调查  中国科技网国家烟草专卖局党组成员、副局长韩占武接受中央纪委国家监委纪律审查和监察调查  央视网烟草行业再“伏虎” 韩占武官宣被查  china.caixin.com严守准入规定，远离非法销售——警惕新三板市场的投资陷,,2025-10-12 03:08:05+00:00,epochtimes.com,,571,,https://i.epochtimes.com/assets/uploads/2024/01/id14161493-000_1EK063-700x359.jpg,2,116
1173,平安产险广西分公司全力应对台风“麦德姆”|北海|台风|平安产险广西分公司|强风|洪峰|灾情|贵州榕江|防汛|麦德姆_手机网易网,南宁洪水防御Ⅱ级应急响应降至Ⅲ级  人民网-广西频道江南区：巡堤防险“守夜人” 昼夜护安澜  人民网-广西频道航拍广西郁江2025年2号洪峰过贵港：航运枢纽已打开全部闸门持续泄洪  新浪财经“我不知道你是谁，却知道你为了谁”——两轮洪峰接连过境，南宁各界携手奋战守护家园  广西新闻网广西龙,China,Financial Services,6,neutral,https://m.163.com/dy/article/KB4ER21A0530QRMB.html?clickfrom=subscribe&spss=adap_pc,,南宁洪水防御Ⅱ级应急响应降至Ⅲ级  人民网-广西频道江南区：巡堤防险“守夜人” 昼夜护安澜  人民网-广西频道航拍广西郁江2025年2号洪峰过贵港：航运枢纽已打开全部闸门持续泄洪  新浪财经“我不知道你是谁，却知道你为了谁”——两轮洪峰接连过境，南宁各界携手奋战守护家园  广西新闻网广西龙,,2025-10-12 02:32:00+00:00,m.163.com,,572,,,2,117
1164,特朗普启动美国80年来最大裁员，15万联邦雇员丢饭碗，政府停摆危机加剧_腾讯新闻,特朗普开始史上首次政府停摆大裁员，雇员联合会怒告上法院 大规模裁员引发争,China,Technology,6,neutral,https://news.qq.com/rain/a/20251004A05HP900,,特朗普开始史上首次政府停摆大裁员，雇员联合会怒告上法院 大规模裁员引发争,,2025-10-12 02:21:15+00:00,news.qq.com,,569,,,2,118
1155,外媒：哈马斯高官称将于13日开始释放以方被扣押人员-中新网,外媒：哈马斯高官称将于13日开始释放以方被扣押人员  荆楚网加沙暂时停火后，未来会发生什么？  BBC哈马斯高级官员称将于13日开始释放以方被扣押人员  央视网中东战地手记丨迟到的停火——喜悦、期盼与疑虑 ,China,Financial Services,6,neutral,https://www.chinanews.com.cn/gj/2025/10-12/10496954.shtml,,外媒：哈马斯高官称将于13日开始释放以方被扣押人员  荆楚网加沙暂时停火后，未来会发生什么？  BBC哈马斯高级官员称将于13日开始释放以方被扣押人员  央视网中东战地手记丨迟到的停火——喜悦、期盼与疑虑 ,,2025-10-12 01:28:00+00:00,chinanews.com.cn,,566,,,2,119
1026,积极投身秋粮抢收保卫战共青团山东省委向广大团员青年 ...,积极投身秋粮抢收保卫战 共青团山东省委向广大团员青年发出倡议书  中青在线各地多举措战阴雨抢秋收：“粮食银行”护粮减损 烘干链闭环助农“收好粮卖好价”  光明网山东沂南：多措并举抢收玉米  新华网潍柴雷沃生产单元开启“倍速模式”  新华网各地全,China,Financial Services,6,neutral,http://news.cyol.com/gb/articles/2025-10/11/content_jpPv8JIwoL.html,,积极投身秋粮抢收保卫战 共青团山东省委向广大团员青年发出倡议书  中青在线各地多举措战阴雨抢秋收：“粮食银行”护粮减损 烘干链闭环助农“收好粮卖好价”  光明网山东沂南：多措并举抢收玉米  新华网潍柴雷沃生产单元开启“倍速模式”  新华网各地全,,2025-10-11 15:19:00+00:00,news.cyol.com,,522,,,2,120
1008,全球妇女峰会将在北京举行 总台专访联合国妇女署亚太区域主任-中新网,全球妇女峰会将在北京举行 总台专访联合国妇女署亚太区域主任  chinanews.com.cn心相近丨赋能“她力量”，中国在行动  新华网时政微观察丨树立全球妇女事业发展新的里程碑  光明网专访丨期待全球妇女峰会汇聚希望、推动进步——访墨西哥妇女部长埃尔南德斯--国际  人民网国际习言道｜这段,China,Financial Services,6,neutral,https://www.chinanews.com.cn/gj/2025/10-11/10496924.shtml,,全球妇女峰会将在北京举行 总台专访联合国妇女署亚太区域主任  chinanews.com.cn心相近丨赋能“她力量”，中国在行动  新华网时政微观察丨树立全球妇女事业发展新的里程碑  光明网专访丨期待全球妇女峰会汇聚希望、推动进步——访墨西哥妇女部长埃尔南德斯--国际  人民网国际习言道｜这段,,2025-10-11 14:20:52+00:00,chinanews.com.cn,,516,,,2,121
1035,盛唐丞相张九龄夫人为何葬在娘家墓地？_腾讯新闻,陕西发现一处唐代墓地 墓主是宰相张九龄的夫人  紫牛新闻陕西发现一处唐代墓地 墓主是著名宰相张九龄的夫人  中国日报网口含铜钱，陕西发现唐朝宰相张九龄夫人墓  新京报盛唐丞相张九龄夫人为何葬在娘家墓地？  华商报电子版西安发现,China,Financial Services,6,neutral,https://news.qq.com/rain/a/20251009A00MP700,,陕西发现一处唐代墓地 墓主是宰相张九龄的夫人  紫牛新闻陕西发现一处唐代墓地 墓主是著名宰相张九龄的夫人  中国日报网口含铜钱，陕西发现唐朝宰相张九龄夫人墓  新京报盛唐丞相张九龄夫人为何葬在娘家墓地？  华商报电子版西安发现,,2025-10-11 14:08:00+00:00,news.qq.com,,525,,,2,122
1020,中国出台稀土新规，德国也跳出来……_管制_出口_美国,德国对中国的稀土出口限制发出警告| 经济  Al Jazeera Chinese法国世界报 - 稀土出口管制：离特习会还有几周，北京开始秀肌肉  RFI咦，这回阿斯麦要“卡”住了…  guancha.cn中国升级稀土管制威胁到贸易谈判和全球经济  华尔街日报中文网一周碳要闻：诺奖成果,China,Financial Services,6,neutral,https://sohu.com/a/942792724_115479,,德国对中国的稀土出口限制发出警告| 经济  Al Jazeera Chinese法国世界报 - 稀土出口管制：离特习会还有几周，北京开始秀肌肉  RFI咦，这回阿斯麦要“卡”住了…  guancha.cn中国升级稀土管制威胁到贸易谈判和全球经济  华尔街日报中文网一周碳要闻：诺奖成果,,2025-10-11 14:03:28+00:00,sohu.com,,520,,,2,123
1029,业界精英齐聚故宫博物院太和论坛 凝聚共识强调社群参与-中新网,业界精英齐聚故宫博物院太和论坛 凝聚共识强调社群参与  chinanews.com.cn第七届太和论坛围绕全球文化遗产事业三大热点方向展开研讨  新华网故宫博物院第七届太和论坛在京开幕  中国日报网故宫博物院院长王旭东：未来将全面提升故宫国,China,Financial Services,6,neutral,https://www.chinanews.com.cn/gn/2025/10-11/10496865.shtml,,业界精英齐聚故宫博物院太和论坛 凝聚共识强调社群参与  chinanews.com.cn第七届太和论坛围绕全球文化遗产事业三大热点方向展开研讨  新华网故宫博物院第七届太和论坛在京开幕  中国日报网故宫博物院院长王旭东：未来将全面提升故宫国,,2025-10-11 13:26:43+00:00,chinanews.com.cn,,523,,,2,124
1023,南方+ -- 广东头条新闻资讯平台,广东101岁院士发布声明：不存在任何师生关系！  nfnews.com强拉院士合影，如此蹭名人也太令人不齿了  凤凰网101岁院士钟世镇发声明：寿宴上遭杨炯等5人冒充学生恶意纠缠  新浪财经“不存在师生关系”！101岁院士，严正声明  极目,China,Financial Services,6,neutral,https://www.nfnews.com/,,广东101岁院士发布声明：不存在任何师生关系！  nfnews.com强拉院士合影，如此蹭名人也太令人不齿了  凤凰网101岁院士钟世镇发声明：寿宴上遭杨炯等5人冒充学生恶意纠缠  新浪财经“不存在师生关系”！101岁院士，严正声明  极目,,2025-10-11 10:37:00+00:00,nfnews.com,,521,,,2,125
1011,"多国斡旋达成加沙停火协议 古特雷斯敦促把握""和平曙光"" | | 1联合国新闻",英法德领导人发表联合声明：欢迎加沙停火协议  中国网新闻中心加沙暂时停火后，未来会发生什么？  BBC中东战地手记丨迟到的停火——喜悦、期盼与疑虑  新华网加沙谈判，更艰难的部分才刚起步！  中国网加沙停火第一阶,China,Financial Services,6,neutral,https://news.un.org/zh/story/2025/10/1140883,https://global.unitednations.entermediadb.net/assets/mediadb/services/module/asset/downloads/preset/Libraries/Production%20Library/20-01-2025_UNRWA_Gaza-01.jpg/image770x420cropped.jpg,英法德领导人发表联合声明：欢迎加沙停火协议  中国网新闻中心加沙暂时停火后，未来会发生什么？  BBC中东战地手记丨迟到的停火——喜悦、期盼与疑虑  新华网加沙谈判，更艰难的部分才刚起步！  中国网加沙停火第一阶,,2025-10-11 00:00:00+00:00,news.un.org,,517,,https://global.unitednations.entermediadb.net/assets/mediadb/services/module/asset/downloads/preset/Libraries/Production%20Library/20-01-2025_UNRWA_Gaza-01.jpg/image770x420cropped.jpg,2,126
1014,加快建设文化强国-光明日报-光明网,聚焦社会主义文化强国建设 助推新时代改革开放行稳致远  光明网理论巩固团结奋斗的思想基础  中国经济网一习话·文脉华章丨“以高质量文化供给增强人们的文化获得感、幸福感”  光明网伟大文明向新而行（现场评论）  人民日报镜观·回响｜中华文化迸发赋,China,Technology,6,neutral,https://epaper.gmw.cn/gmrb/html/2025-10/10/nw.D110000gmrb_20251010_4-01.htm,,聚焦社会主义文化强国建设 助推新时代改革开放行稳致远  光明网理论巩固团结奋斗的思想基础  中国经济网一习话·文脉华章丨“以高质量文化供给增强人们的文化获得感、幸福感”  光明网伟大文明向新而行（现场评论）  人民日报镜观·回响｜中华文化迸发赋,,2025-10-11 10:08:00+00:00,epaper.gmw.cn,,518,,,2,127
1017,以吾辈之青春，共赴时代之约 - 知乎,青春华章｜上学路上随手摸到大国工程！一起与河海学子挖掘重大工程的“遗产”零件  中国青年网青春华章丨如水赴壑，将安澜答卷写在河海纵横间  光明网青春华章丨总书记这样阐释治水之道--独家稿件  中国共产党新闻网青春华章丨水运江苏：江河湖海共行舟- 中国日报网  China Dai,China,Technology,6,neutral,https://zhuanlan.zhihu.com/p/535068906,,青春华章｜上学路上随手摸到大国工程！一起与河海学子挖掘重大工程的“遗产”零件  中国青年网青春华章丨如水赴壑，将安澜答卷写在河海纵横间  光明网青春华章丨总书记这样阐释治水之道--独家稿件  中国共产党新闻网青春华章丨水运江苏：江河湖海共行舟- 中国日报网  China Dai,,2025-10-11 08:34:00+00:00,zhuanlan.zhihu.com,,519,,,2,128
